Cmdline: /system/bin/simpleperf record -p 30765 --duration 8 -o /data/local/tmp/perf.data
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 14060
Event count: 5616537326

Children  Self   Shared Object                                                                                                                                   Symbol
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c250]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c7ddc4]
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::skiapipeline::SkiaVulkanPipeline::draw(android::uirenderer::renderthread::Frame const&, SkRect const&, SkRect const&, android::uirenderer::LightGeometry const&, android::uirenderer::LayerUpdateQueue*, android::uirenderer::Rect const&, bool, android::uirenderer::LightInfo const&, std::__1::vector<android::sp<android::uirenderer::RenderNode>, std::__1::allocator<android::sp<android::uirenderer::RenderNode>>> const&, android::uirenderer::FrameInfoVisualizer*, android::uirenderer::renderthread::HardwareBufferRenderParams const&, std::__1::mutex&)
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        vmaMapMemory
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c834f4]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8323c]
0.01%     0.01%  [JIT app cache]                                                                                                                                 androidx.constraintlayout.core.widgets.analyzer.Direct.horizontalSolvingPass
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c3f0]
0.01%     0.01%  /apex/com.android.art/lib64/libjavacore.so                                                                                                      @plt
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.TextUtils.couldAffectRtl
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::jit::Jit::MethodEntered(art::Thread*, art::ArtMethod*)
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art_quick_alloc_string_object_tlab
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d4f0]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+cc6d24]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed4018]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d62c]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d3fc]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cf38]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cd88]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+8b94d4]
0.01%     0.01%  /system/lib64/libgui.so                                                                                                                         android::TransactionCompletedListener::addCallbackFunction(std::__1::function<void (long, android::sp<android::Fence> const&, std::__1::vector<android::SurfaceControlStats, std::__1::allocator<android::SurfaceControlStats>> const&)> const&, std::__1::unordered_set<android::sp<android::SurfaceControl>, android::SurfaceComposerClient::SCHash, std::__1::equal_to<android::sp<android::SurfaceControl>>, std::__1::allocator<android::sp<android::SurfaceControl>>> const&, android::CallbackId::Type)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83d04]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d298]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c4d4]
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           void art::mirror::ObjectArray<art::mirror::Object>::VisitReferences<art::gc::collector::MarkCompact::RefFieldsVisitor>(art::gc::collector::MarkCompact::RefFieldsVisitor const&)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83184]
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               __arm64_sys_getuid
0.01%     0.01%  /system/lib64/libutils.so                                                                                                                       android::Looper::wake()
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::InternTable::VisitRoots(art::RootVisitor*, art::VisitRootFlags)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ViewRootImpl.addFrameCommitCallbackIfNeeded
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               security_file_ioctl
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c7e8b0]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d5f8]
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               __arch_copy_from_user
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c4f8]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d608]
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::(anonymous namespace)::ScopedCheck::CheckInstance(art::ScopedObjectAccess&, art::(anonymous namespace)::ScopedCheck::InstanceKind, _jobject*, bool) (.__uniq.99033978352804627313491551960229047428)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83524]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c288]
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        skgpu::ganesh::ClipStack::restore()
0.01%     0.01%  /system/lib64/libgui.so                                                                                                                         android::BnTransactionCompletedListener::onTransact(unsigned int, android::Parcel const&, android::Parcel*, unsigned int)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+4d279c]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+6c06cc]
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        std::__1::__function::__func<android::uirenderer::RenderNode::deleteDisplayList(android::uirenderer::TreeObserver&, android::uirenderer::TreeInfo*)::$_0, std::__1::allocator<android::uirenderer::RenderNode::deleteDisplayList(android::uirenderer::TreeObserver&, android::uirenderer::TreeInfo*)::$_0>, void (android::uirenderer::RenderNode*)>::operator()(android::uirenderer::RenderNode*&&) (.__uniq.10397782060659495822194741288103189803.203475ed07c5ffb5392ca8a2a4b019a1)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.os.Message.obtain
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c7e874]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c3d4]
